Tip Propri;Tip strada;Denumire s;Suprafata ;Suprafata ;Suprafata teren;Pret tranz;Data tranz;Sursa fina,,,,,
Cladire;Strada;AGRICULTORI;57,6000;0,0000;0,0000;793000,0000;29.05.2023;Surse proprii,
Cladire;Strada;AGRICULTORI;12,1000;0,0000;0,0000;83006,0000;10.05.2021;Surse proprii,
Cladire;Strada;AGRICULTORI;114,6000;0,0000;0,0000;1367168,0000;17.08.2022;Surse proprii,
Teren;Strada;AGRICULTORI;0,0000;0,0000;14,0000;9940,6000;27.11.2023;Surse proprii,
Teren;Strada;AGRICULTORI;0,0000;0,0000;3,1700;0,0000;10.05.2021;Surse proprii,
Teren;Strada;AGRICULTORI;0,0000;0,0000;13,0000;34603,8000;27.05.2022;Surse proprii,
Cladire;Strada;ALBATROSULUI;54,8000;0,0000;0,0000;273819,0000;15.12.2022;Surse proprii,
Cladire;Strada;ALECU RUSSO;8,8200;0,0000;0,0000;29536,0000;16.01.2021;Surse proprii,
Cladire;Strada;ALECU RUSSO;75,6900;0,0000;0,0000;1838900,0000;27.09.2023;Mixt,
Teren;Strada;ALECU RUSSO;0,0000;0,0000;2,3800;29536,0000;16.01.2021;Surse proprii,
Cladire;Strada;ALECU RUSSO;7,4400;0,0000;0,0000;760000,0000;14.07.2022;Surse proprii,
Cladire;Strada;ALECU RUSSO;70,5600;0,0000;0,0000;760000,0000;14.07.2022;Surse proprii,
Teren;Strada;ALECU RUSSO;0,0000;0,0000;30,0000;760000,0000;14.07.2022;Surse proprii,
Cladire;Strada;ALECU RUSSO;71,5100;0,0000;0,0000;341025,0000;31.08.2023;Surse proprii,
Teren;Strada;ALECU RUSSO;0,0000;0,0000;134,0000;341025,0000;31.08.2023;Surse proprii,
Cladire;Strada;ALECU RUSSO;5,3000;0,0000;0,0000;459562,5000;08.10.2020;Surse proprii,
Cladire;Strada;ALECU RUSSO;83,6600;0,0000;0,0000;459562,5000;08.10.2020;Surse proprii,
Cladire;Strada;ALEXANDRU CEL BUN;73,2100;0,0000;0,0000;428222,7000;01.02.2023;Mixt,
Cladire;Strada;ALEXANDRU CEL BUN;84,1400;0,0000;0,0000;418608,0000;23.02.2023;Surse proprii,
Teren;Strada;ALEXANDRU CEL BUN;0,0000;0,0000;11,7600;418608,0000;23.02.2023;Surse proprii,
Cladire;Strada;ALEXANDRU CEL BUN;64,5000;0,0000;0,0000;206000,0000;02.08.2023;Mixt,
Cladire;Strada;ALEXANDRU CEL BUN;77,7500;0,0000;0,0000;586800,0000;10.02.2023;Mixt,
Cladire;Strada;ALEXANDRU CEL BUN;77,3600;0,0000;0,0000;516936,0000;12.04.2023;Mixt,
Cladire;Strada;ALEXANDRU CEL BUN;47,7500;0,0000;0,0000;348061,0000;15.11.2023;Surse proprii,
Cladire;Strada;ALEXANDRU CEL BUN;84,6500;0,0000;0,0000;492530,0000;29.12.2022;Surse proprii,
Cladire;Strada;ALEXANDRU CEL BUN;23,9300;0,0000;0,0000;221544,0000;23.03.2023;Surse proprii,
Cladire;Strada;ALEXANDRU CEL BUN;0,0000;9,0000;0,0000;188791,0000;10.10.2023;Surse proprii,
Cladire;Strada;ALEXANDRU CEL BUN;0,0000;29,0000;0,0000;188791,0000;10.10.2023;Surse proprii,
Teren;Strada;ALEXANDRU CEL BUN;0,0000;0,0000;90,0000;188791,0000;10.10.2023;Surse proprii,
Cladire;Strada;ALEXANDRU DONICI;97,2300;0,0000;0,0000;939853,7000;06.12.2022;Surse proprii,
Cladire;Strada;ALEXANDRU IPSILANTI;34,6100;0,0000;0,0000;66665,0000;04.08.2023;Surse proprii,
Cladire;Strada;ALEXANDRU IPSILANTI;47,8000;0,0000;0,0000;263648,0000;04.10.2023;Credit,
Cladire;Strada;ALEXANDRU IPSILANTI;64,5600;0,0000;0,0000;250000,0000;10.10.2023;Surse proprii,
Cladire;Strada;ALEXANDRU IPSILANTI;36,4000;0,0000;0,0000;226026,0000;19.12.2023;Surse proprii,
Cladire;Strada;ALEXANDRU PAULESCU, LOCOTENENT;0,0000;43,8700;0,0000;67011,3800;16.03.2023;Surse proprii
Cladire;Strada;ALEXANDRU PAULESCU, LOCOTENENT;65,4800;0,0000;0,0000;20000,0000;22.08.2023;Surse proprii
Cladire;Strada;ALEXANDRU PAULESCU, LOCOTENENT;60,9200;0,0000;0,0000;814764,0000;24.03.2023;Surse proprii
Cladire;Strada;ALEXANDRU SAVULESCU;12,0000;0,0000;0,0000;847079,0000;10.10.2023;Surse proprii,
Cladire;Strada;ALEXANDRU SAVULESCU;11,2500;0,0000;0,0000;847079,0000;10.10.2023;Surse proprii,
Cladire;Strada;ALEXANDRU SAVULESCU;80,3300;0,0000;0,0000;847079,0000;10.10.2023;Surse proprii,
Cladire;Strada;ALEXANDRU SAVULESCU;23,7700;0,0000;0,0000;847079,0000;10.10.2023;Surse proprii,
Teren;Strada;ALEXANDRU SAVULESCU;0,0000;0,0000;120,0000;847079,0000;10.10.2023;Surse proprii,
Cladire;Strada;AMIDONULUI;70,6000;0,0000;0,0000;659895,6000;23.09.2022;Surse proprii,
Cladire;Strada;AMIDONULUI;16,4800;0,0000;0,0000;659895,6000;23.09.2022;Surse proprii,
Teren;Strada;AMIDONULUI;0,0000;0,0000;53,7300;659895,6000;23.09.2022;Surse proprii,
Teren;Strada;AMIDONULUI;0,0000;0,0000;10,0000;659895,6000;23.09.2022;Surse proprii,
Cladire;Strada;APRODUL PURICE;89,2600;0,0000;0,0000;1366822,0000;14.11.2023;Surse proprii,
Cladire;Strada;APRODUL PURICE;13,4000;0,0000;0,0000;1366822,0000;14.11.2023;Surse proprii,
Teren;Strada;APRODUL PURICE;0,0000;0,0000;27,8300;1366822,0000;14.11.2023;Surse proprii,
Teren;Strada;APRODUL PURICE;0,0000;0,0000;4,1800;1366822,0000;14.11.2023;Surse proprii,
Cladire;Strada;ARCULUI;97,9200;0,0000;0,0000;769386,8000;23.06.2023;Surse proprii,
Cladire;Strada;ARCULUI;0,0000;279,1600;0,0000;2178000,0000;27.04.2023;Surse proprii,
Cladire;Strada;ARCULUI;26,5000;0,0000;0,0000;109929,0000;18.07.2023;fara sursa,
Cladire;Strada;ARCULUI;16,1900;0,0000;0,0000;92565,0000;30.03.2023;Mixt,
Cladire;Strada;ARCULUI;19,1100;0,0000;0,0000;107498,7700;13.12.2022;Surse proprii,
Cladire;Strada;ARDELENI;66,1200;0,0000;0,0000;492520,0000;10.01.2023;Surse proprii,
Cladire;Strada;ARDELENI;50,2900;0,0000;0,0000;460592,5000;15.02.2023;Surse proprii,
Cladire;Strada;ARDELENI;9,9400;0,0000;0,0000;14821,5000;07.02.2023;Surse proprii,
Cladire;Strada;ARDELENI;10,3200;0,0000;0,0000;14821,5000;07.02.2023;Surse proprii,
Cladire;Strada;ARMAND CALINESCU;29,8900;0,0000;0,0000;255875,0000;09.02.2023;Surse proprii,
Cladire;Strada;ARMAND CALINESCU;5,5800;0,0000;0,0000;255875,0000;09.02.2023;Surse proprii,
Cladire;Strada;ARMENEASCA;37,4600;0,0000;0,0000;263420,0000;28.11.2023;Surse proprii,
Cladire;Strada;ARMENEASCA;82,7800;0,0000;0,0000;715000,0000;11.05.2023;Surse proprii,
Cladire;Strada;ARMENEASCA;10,6700;0,0000;0,0000;600000,0000;03.08.2023;Credit,
Cladire;Strada;ARMENEASCA;83,0800;0,0000;0,0000;594732,0000;26.06.2023;Surse proprii,
Cladire;Strada;ARMENEASCA;94,4700;0,0000;0,0000;600000,0000;03.08.2023;Credit,
Cladire;Strada;ARMENEASCA;9,3100;0,0000;0,0000;600000,0000;03.08.2023;Credit,
Teren;Strada;ARMENEASCA;0,0000;0,0000;18,0000;600000,0000;03.08.2023;Credit,
Cladire;Strada;ARMONIEI;101,2400;0,0000;0,0000;670059,0000;03.07.2023;Surse proprii,
Cladire;Strada;AROMEI;24,6500;0,0000;0,0000;178164,0000;04.11.2021;Surse proprii,
Cladire;Strada;AROMEI;0,0000;106,8400;0,0000;620050,0000;19.06.2023;Surse proprii,
Cladire;Strada;AROMEI;168,6100;0,0000;0,0000;1014005,0000;19.05.2023;Mixt,
Teren;Strada;AROMEI;0,0000;0,0000;18,8600;620050,0000;19.06.2023;Surse proprii,
Cladire;Strada;AROMEI;23,4000;0,0000;0,0000;217632,0000;17.05.2023;Surse proprii,
Cladire;Strada;AROMEI;25,8300;0,0000;0,0000;129220,0000;22.09.2023;Surse proprii,
Cladire;Strada;AROMEI;26,0000;0,0000;0,0000;152024,0000;20.02.2023;Surse proprii,
Cladire;Strada;AROMEI;26,4600;0,0000;0,0000;211555,0000;19.12.2022;Surse proprii,
Cladire;Strada;AROMEI;0,0000;36,9000;0,0000;1062788,0000;18.04.2022;Surse proprii,
Cladire;Strada;AUREL VLAICU;0,0000;158,9000;0,0000;593196,0000;11.08.2023;Mixt,
Cladire;Strada;AUREL VLAICU;0,0000;6,1200;0,0000;0,0000;31.12.2016;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;7,3400;0,0000;31.12.2016;Surse proprii,
Cladire;Strada;AUREL VLAICU;50,3800;0,0000;0,0000;347900,0000;23.10.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;52,7300;0,0000;0,0000;577804,5000;24.11.2022;Mixt,
Cladire;Strada;AUREL VLAICU;65,0000;0,0000;0,0000;534292,0000;14.07.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;5,8900;577804,5000;24.11.2022;Mixt,
Cladire;Strada;AUREL VLAICU;65,6000;0,0000;0,0000;599000,0000;02.11.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;47,3800;0,0000;0,0000;223803,0000;23.10.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;6,1600;0,0000;0,0000;223803,0000;23.10.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;38,0200;223803,0000;23.10.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;100,0000;0,0000;0,0000;1380120,0000;20.10.2022;Credit,
Cladire;Strada;AUREL VLAICU;2,8900;0,0000;0,0000;258128,0000;31.05.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;49,7100;0,0000;0,0000;258128,0000;31.05.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;18,4800;0,0000;0,0000;123750,0000;20.02.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;4,3500;134664,0000;20.02.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;3,3000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;74,6000;0,0000;0,0000;1338120,0000;12.06.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;185,1000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;13,0000;0,0000;0,0000;99120,0000;12.06.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;16,9000;0,0000;0,0000;86063,7800;09.09.2022;Surse proprii,
Cladire;Strada;AUREL VLAICU;11,4000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;11,4000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;31,6100;2366672,0000;15.12.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;1,9500;2366672,0000;15.12.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;0,0000;2366672,0000;15.12.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;59,3200;0,0000;0,0000;938068,0000;19.04.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;88,5700;0,0000;0,0000;773226,0000;27.03.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;0,0000;29,9400;0,0000;773226,0000;27.03.2023;Surse proprii,
Cladire;Strada;AUREL VLAICU;62,8900;0,0000;0,0000;469000,0000;21.02.2018;Surse proprii,
Cladire;Strada;AUREL VLAICU;96,4300;0,0000;0,0000;1353015,0000;02.08.2023;Mixt,
Cladire;Strada;AUREL VLAICU;9,1600;0,0000;0,0000;1353015,0000;02.08.2023;Mixt,
Cladire;Strada;AUREL VLAICU;2,4700;0,0000;0,0000;1353015,0000;02.08.2023;Mixt,
Cladire;Strada;AUREL VLAICU;2,2700;0,0000;0,0000;74181,0000;07.07.2022;Surse proprii,
Cladire;Strada;AUREL VLAICU;24,5900;0,0000;0,0000;1353015,0000;02.08.2023;Mixt,
Cladire;Strada;AUREL VLAICU;11,1100;0,0000;0,0000;74181,0000;07.07.2022;fara sursa,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;34,9900;1353015,0000;02.08.2023;Mixt,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;8,9200;1353015,0000;02.08.2023;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;4,0300;74181,0000;07.07.2022;Surse proprii,
Teren;Strada;AUREL VLAICU;0,0000;0,0000;22,8200;0,0000;21.02.2018;Surse proprii,
Cladire;Strada;AURULUI;17,4900;0,0000;0,0000;9790,0000;02.07.2021;Surse proprii,
Cladire;Strada;AURULUI;16,9700;0,0000;0,0000;98706,0000;03.05.2023;Surse proprii,
Cladire;Strada;AURULUI;17,1800;0,0000;0,0000;90000,0000;22.12.2022;Surse proprii,
Cladire;Strada;AURULUI;17,5300;0,0000;0,0000;132500,0000;20.07.2023;Surse proprii,
Cladire;Strada;AURULUI;17,5900;0,0000;0,0000;130000,0000;05.07.2023;Surse proprii,
Cladire;Strada;AURULUI;17,1400;0,0000;0,0000;88380,0000;14.02.2023;Surse proprii,
Cladire;Strada;AURULUI;17,2000;0,0000;0,0000;123325,0000;20.04.2023;Surse proprii,
Cladire;Strada;AURULUI;17,2400;0,0000;0,0000;116952,0000;15.12.2020;Surse proprii,
Cladire;Strada;AURULUI;17,2700;0,0000;0,0000;128820,0000;22.12.2023;fara sursa,
Cladire;Strada;AURULUI;17,4300;0,0000;0,0000;99112,0000;27.06.2023;Surse proprii,
Cladire;Strada;AURULUI;17,5800;0,0000;0,0000;79324,0000;08.06.2023;Surse proprii,
Cladire;Strada;AURULUI;17,7800;0,0000;0,0000;116783,0000;15.09.2023;Surse proprii,
Cladire;Strada;AURULUI;17,8100;0,0000;0,0000;122287,0000;24.05.2023;Surse proprii,
Cladire;Strada;AURULUI;18,6300;0,0000;0,0000;113763,0000;16.05.2023;Surse proprii,
Cladire;Strada;AURULUI;80,8800;0,0000;0,0000;446490,0000;18.05.2023;Surse proprii,
Cladire;Strada;AUSTRULUI;76,8000;0,0000;0,0000;627532,0000;28.09.2023;Mixt,
Cladire;Strada;AUSTRULUI;13,9400;0,0000;0,0000;650945,0000;18.01.2023;Surse proprii,
Cladire;Strada;AUSTRULUI;78,5000;0,0000;0,0000;650945,0000;18.01.2023;Surse proprii,
Cladire;Strada;AUSTRULUI;11,8300;0,0000;0,0000;714705,0000;18.01.2023;fara sursa,
Cladire;Strada;AUSTRULUI;91,1800;0,0000;0,0000;714705,0000;18.01.2023;Mixt,
Cladire;Strada;AUSTRULUI;0,0000;33,0000;0,0000;115000,0000;05.04.2023;Surse proprii,
Cladire;Strada;AUSTRULUI;6,3100;0,0000;0,0000;273036,8600;13.11.2023;Mixt,
Cladire;Strada;AUSTRULUI;63,2500;0,0000;0,0000;273036,8600;13.11.2023;Mixt,
Teren;Strada;AUSTRULUI;0,0000;0,0000;67,8300;273036,8600;13.11.2023;Mixt,
Cladire;Strada;AUSTRULUI;82,1000;0,0000;0,0000;418973,0000;25.04.2023;Surse proprii,
Cladire;Strada;AUSTRULUI;18,7400;0,0000;0,0000;107848,0000;08.02.2023;Surse proprii,
Cladire;Strada;AUSTRULUI;23,4500;0,0000;0,0000;36904,0000;02.11.2021;Credit,
Cladire;Strada;AUSTRULUI;101,7300;0,0000;0,0000;459243,3000;12.04.2023;Surse proprii,
Cladire;Strada;AVRAM IANCU;70,0000;0,0000;0,0000;450000,0000;17.03.2022;Surse proprii,
Cladire;Strada;AVRAM IANCU;175,0300;0,0000;0,0000;816074,0000;10.02.2022;Surse proprii,
Cladire;Strada;AVRAM IANCU;5,4000;0,0000;0,0000;450000,0000;17.03.2022;Surse proprii,
Teren;Strada;AVRAM IANCU;0,0000;0,0000;83,0000;0,0000;22.08.2023;Surse proprii,
Cladire;Strada;AVRAM IANCU;62,8200;0,0000;0,0000;147500,0000;27.10.2023;Surse proprii,
Cladire;Strada;AVRAM IANCU;6,1200;0,0000;0,0000;147500,0000;27.10.2023;Surse proprii,
Teren;Strada;AVRAM IANCU;0,0000;0,0000;63,2000;147500,0000;27.10.2023;Surse proprii,
Cladire;Strada;AVRAM IANCU;45,1000;0,0000;0,0000;542212,0000;27.07.2023;Surse proprii,
Cladire;Strada;AVRAM IANCU;55,6100;0,0000;0,0000;172942,0000;13.04.2022;Surse proprii,
Cladire;Strada;AVRIG;57,6900;0,0000;0,0000;686577,0000;05.10.2023;Surse proprii,
Cladire;Strada;AVRIG;101,4100;0,0000;0,0000;1182693,2000;03.11.2023;Mixt,
Cladire;Strada;AVRIG;164,0900;0,0000;0,0000;1255949,7900;22.02.2022;Mixt,
Cladire;Strada;AVRIG;23,2100;0,0000;0,0000;1182693,2000;03.11.2023;Mixt,
Cladire;Strada;AVRIG;33,9200;0,0000;0,0000;77489,0000;22.11.2017;Mixt,
Cladire;Strada;AVRIG;16,1100;0,0000;0,0000;686577,0000;05.10.2023;Surse proprii,
Cladire;Strada;AVRIG;27,6600;0,0000;0,0000;1182693,2000;03.11.2023;Mixt,
Cladire;Strada;AVRIG;29,8200;0,0000;0,0000;1182693,2000;03.11.2023;Mixt,
Teren;Strada;AVRIG;0,0000;0,0000;3,3500;1182693,2000;03.11.2023;Mixt,
Teren;Strada;AVRIG;0,0000;0,0000;2,4300;77489,0000;22.11.2017;Mixt,
Teren;Strada;AVRIG;0,0000;0,0000;21,6400;1182693,2000;03.11.2023;Mixt,
Teren;Strada;AVRIG;0,0000;0,0000;11,6900;686577,0000;05.10.2023;Surse proprii,
Cladire;Strada;AVRIG;34,8200;0,0000;0,0000;297500,0000;13.02.2023;Surse proprii,
Cladire;Strada;AVRIG;48,4300;0,0000;0,0000;588877,0000;31.03.2023;Surse proprii,
Cladire;Strada;AVRIG;51,2500;0,0000;0,0000;556000,0000;17.05.2023;Surse proprii,
Teren;Strada;AVRIG;0,0000;0,0000;12,0000;29691,0000;31.03.2023;Surse proprii,
Teren;Strada;AVRIG;0,0000;0,0000;9,5600;588871,0000;31.03.2023;Surse proprii,
Teren;Strada;AVRIG;0,0000;0,0000;10,1200;556000,0000;17.05.2023;Surse proprii,
Cladire;Strada;AVRIG;47,0300;0,0000;0,0000;307972,0000;10.11.2023;Mixt,
Cladire;Strada;AVRIG;48,3800;0,0000;0,0000;364080,0000;01.03.2023;fara sursa,
Cladire;Strada;AVRIG;50,8800;0,0000;0,0000;36453,7000;14.05.2021;Surse proprii,
Cladire;Strada;AVRIG;65,9700;0,0000;0,0000;448761,0000;14.12.2022;Credit,
Cladire;Strada;AVRIG;70,8000;0,0000;0,0000;553750,0000;21.08.2023;Surse proprii,
Cladire;Strada;AVRIG;27,3800;0,0000;0,0000;250000,0000;27.02.2023;Surse proprii,
Cladire;Strada;AVRIG;27,1300;0,0000;0,0000;255000,0000;05.07.2022;Surse proprii,
Cladire;Strada;AVRIG;28,1000;0,0000;0,0000;248160,0000;08.09.2023;Surse proprii,
Cladire;Strada;AVRIG;28,3300;0,0000;0,0000;224774,0000;24.04.2023;Surse proprii,
Cladire;Strada;AVRIG;29,6000;0,0000;0,0000;217364,0000;27.04.2023;Surse proprii,
Cladire;Strada;AVRIG;31,2700;0,0000;0,0000;281910,0000;29.12.2022;Surse proprii,
Cladire;Strada;AVRIG;30,7300;0,0000;0,0000;281751,0000;19.09.2022;Mixt,
Cladire;Strada;AVRIG;31,0400;0,0000;0,0000;307743,2000;23.06.2023;Surse proprii,
Cladire;Strada;AVRIG;27,8200;0,0000;0,0000;246365,0000;08.05.2023;Surse proprii,
Cladire;Strada;AVRIG;28,2300;0,0000;0,0000;260368,0000;07.12.2022;Surse proprii,
Cladire;Strada;AVRIG;28,8100;0,0000;0,0000;267192,0000;02.06.2022;Mixt,
Cladire;Strada;AVRIG;47,7400;0,0000;0,0000;385000,0000;19.05.2023;Credit,
Cladire;Strada;AVRIG;30,2700;0,0000;0,0000;307054,0000;28.11.2023;Mixt,
Cladire;Strada;AVRIG;30,5100;0,0000;0,0000;196244,0000;28.07.2023;Surse proprii,
Cladire;Strada;AVRIG;30,6000;0,0000;0,0000;260442,0000;12.12.2022;Surse proprii,
Cladire;Strada;AVRIG;30,2100;0,0000;0,0000;257712,4000;12.06.2023;Surse proprii,
Cladire;Strada;AVRIG;30,3000;0,0000;0,0000;226361,0000;28.03.2023;Credit,
Cladire;Strada;AVRIG;30,4000;0,0000;0,0000;265221,0000;24.02.2023;Surse proprii,
Cladire;Strada;AVRIG;30,6000;0,0000;0,0000;233299,0000;26.04.2023;Surse proprii,
Cladire;Strada;AVRIG;30,8500;0,0000;0,0000;276668,0000;24.08.2023;Surse proprii,
Cladire;Strada;AVRIG;45,3000;0,0000;0,0000;306900,0000;25.04.2023;Surse proprii,
Cladire;Strada;AVRIG;57,4200;0,0000;0,0000;396855,0000;21.12.2022;Credit,
Cladire;Strada;AVRIG;58,0000;0,0000;0,0000;369052,5000;11.06.2023;Mixt,
Cladire;Strada;AVRIG;30,8000;0,0000;0,0000;221616,0000;17.03.2023;Credit,
Cladire;Strada;AVRIG;27,8200;0,0000;0,0000;273234,5000;19.09.2023;Surse proprii,
Cladire;Strada;AVRIG;28,1200;0,0000;0,0000;268417,0000;23.11.2023;Surse proprii,
Cladire;Strada;AVRIG;28,7300;0,0000;0,0000;253597,0000;29.11.2023;Surse proprii,
Cladire;Strada;AVRIG;30,8000;0,0000;0,0000;177530,0000;14.12.2022;Surse proprii,
Teren;Strada;AVRIG;0,0000;0,0000;5,7600;268417,0000;23.11.2023;Surse proprii,
Cladire;Strada;AVRIG;25,7300;0,0000;0,0000;206336,0000;15.12.2023;Mixt,
Cladire;Strada;AVRIG;28,7000;0,0000;0,0000;187792,0000;04.04.2023;Surse proprii,
Cladire;Strada;AVRIG;44,8000;0,0000;0,0000;294936,0000;10.03.2023;Mixt,
Cladire;Strada;AVRIG;59,4500;0,0000;0,0000;413397,6000;24.03.2023;Surse proprii,
Cladire;Strada;AZOTULUI;35,9900;0,0000;0,0000;220415,0000;23.12.2022;Surse proprii,
Cladire;Strada;AZOTULUI;37,0300;0,0000;0,0000;167637,0000;21.04.2023;Surse proprii,
Cladire;Strada;AZUGA;46,1100;0,0000;0,0000;246500,0000;27.09.2023;Surse proprii,
Cladire;Strada;BADEA CARTAN;85,1500;0,0000;0,0000;980000,0000;16.06.2023;Surse proprii,
Cladire;Strada;BADEA CARTAN;0,0000;56,7800;0,0000;980000,0000;16.06.2023;Surse proprii,
Teren;Strada;BADEA CARTAN;0,0000;0,0000;357,0000;980000,0000;16.06.2023;fara sursa,
Cladire;Strada;BADEA CARTAN;24,4000;0,0000;0,0000;256444,0000;06.04.2023;Surse proprii,
Cladire;Strada;BADEA CARTAN;52,7800;0,0000;0,0000;412526,6000;21.12.2023;Surse proprii,
Cladire;Strada;BADEA CARTAN;55,2000;0,0000;0,0000;429931,0000;14.11.2023;Surse proprii,
Cladire;Strada;BADEA CARTAN;50,6200;0,0000;0,0000;284516,0000;29.03.2023;fara sursa,
Cladire;Strada;BADEA CARTAN;79,1200;0,0000;0,0000;558356,0000;01.09.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;0,0000;12,8000;0,0000;44430,0000;11.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;69,7600;0,0000;0,0000;329710,0000;27.12.2022;Credit,
Cladire;Strada;BAIA DE ARAMA;53,3000;0,0000;0,0000;580546,0000;17.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;54,8000;0,0000;0,0000;519205,0000;11.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;68,9000;0,0000;0,0000;629577,0000;18.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;4,0600;0,0000;0,0000;31970,1500;23.02.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;11,5000;0,0000;0,0000;55824,0000;18.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;53,5000;0,0000;0,0000;503653,0000;10.08.2023;Surse proprii,
,,,,,
Cladire;Strada;BAIA DE ARAMA;55,1000;0,0000;0,0000;580206,6100;17.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;55,2000;0,0000;0,0000;502520,0000;02.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;55,4000;0,0000;0,0000;630087,0000;24.07.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;68,4000;0,0000;0,0000;614136,0000;17.11.2023;Mixt,
Cladire;Strada;BAIA DE ARAMA;68,7000;0,0000;0,0000;508820,0000;23.08.2023;Credit,
Cladire;Strada;BAIA DE ARAMA;68,7000;0,0000;0,0000;633086,8700;02.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;68,9000;0,0000;0,0000;669599,0000;23.08.2023;Mixt,
Cladire;Strada;BAIA DE ARAMA;4,0000;0,0000;0,0000;633086,8700;02.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;3,3000;0,0000;0,0000;23188,3900;30.08.2023;Mixt,
Cladire;Strada;BAIA DE ARAMA;4,2000;0,0000;0,0000;585101,8300;20.12.2023;Mixt,
Cladire;Strada;BAIA DE ARAMA;5,9000;0,0000;0,0000;630087,0000;24.07.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;3,3000;0,0000;0,0000;567791,6600;26.07.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;6,4000;0,0000;0,0000;105989,0000;23.10.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;54,0600;0,0000;0,0000;600260,3300;21.11.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;70,3400;0,0000;0,0000;305600,0000;27.12.2022;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;84,5500;0,0000;0,0000;769281,0000;20.07.2023;Mixt,
Cladire;Strada;BAIA DE ARAMA;0,0000;55,4000;0,0000;521721,0000;16.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;0,0000;69,5000;0,0000;715858,0000;17.08.2023;Credit,
Cladire;Strada;BAIA DE ARAMA;53,2000;0,0000;0,0000;501142,0900;02.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;53,6000;0,0000;0,0000;360679,0000;18.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;53,7000;0,0000;0,0000;626488,5000;02.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;53,9000;0,0000;0,0000;565158,1900;18.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;54,8000;0,0000;0,0000;396191,8900;24.07.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;54,8000;0,0000;0,0000;421069,3800;28.07.2023;Mixt,
Cladire;Strada;BAIA DE ARAMA;55,1000;0,0000;0,0000;552874,7500;21.08.2023;Surse proprii,
Cladire;Strada;BAIA DE ARAMA;55,3000;0,0000;0,0000;454066,0000;10.08.2023;Surse proprii,
