Tip Propri;Tip strada;Denumire s;Suprafata ;Suprafata ;Suprafata teren;Pret tranz;Data tranz;Sursa fina,,,,,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;70,1000;0,0000;692804,0000;12.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;36,3000;0,0000;0,0000;580495,0000;07.06.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;50,9000;0,0000;0,0000;735000,0000;10.04.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;66,4000;0,0000;0,0000;472209,3500;13.12.2021;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;70,4000;0,0000;0,0000;692804,0000;12.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;40,1300;0,0000;0,0000;656288,0200;15.12.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;56,9700;0,0000;0,0000;727475,3400;14.03.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;51,2000;0,0000;0,0000;575593,0000;21.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;71,8100;0,0000;0,0000;551093,0000;09.08.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;65,3200;0,0000;0,0000;583428,0000;14.09.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;103,0600;0,0000;0,0000;721541,7100;23.11.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;68,7100;0,0000;30000,0000;06.07.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;70,0600;0,0000;0,0000;472500,0000;08.02.2021;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;50,9600;0,0000;0,0000;465441,9500;23.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;65,1600;0,0000;0,0000;595299,0000;08.12.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;45,3200;0,0000;0,0000;582223,0000;21.04.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;175,5100;0,0000;0,0000;1044283,9500;04.08.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;40,0000;0,0000;0,0000;626610,0000;19.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;79,6800;0,0000;0,0000;1035634,0000;18.07.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;71,5600;0,0000;0,0000;626610,0000;19.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;45,0900;0,0000;512690,0000;12.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;87,2200;0,0000;0,0000;575906,0000;30.01.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;49,1000;0,0000;595738,8200;30.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;72,5600;0,0000;0,0000;722887,0000;20.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;108,4000;0,0000;0,0000;724504,0000;13.12.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;64,8000;0,0000;751587,0000;19.04.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;94,2300;0,0000;0,0000;619945,0000;10.05.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;66,6000;0,0000;455011,0000;30.09.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;118,7300;0,0000;0,0000;542037,0000;30.06.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;56,7400;0,0000;0,0000;604679,0000;01.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;38,6000;0,0000;0,0000;584178,0000;25.09.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;39,4000;0,0000;345071,6000;17.11.2021;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;40,4000;0,0000;0,0000;624060,3600;04.07.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;30,1800;0,0000;594823,0000;08.11.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;28,4700;0,0000;360584,0000;20.07.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;75,2700;0,0000;0,0000;707695,7400;26.11.2021;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;68,6100;0,0000;0,0000;150000,0000;09.01.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;96,3700;0,0000;0,0000;426718,9200;06.02.2020;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;71,9100;0,0000;0,0000;619608,1000;13.04.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;42,4300;0,0000;0,0000;645828,0000;16.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;5,1300;0,0000;345071,6000;17.11.2021;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;28,7000;0,0000;0,0000;459000,0000;07.02.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;14,1300;0,0000;0,0000;582223,0000;21.04.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;14,1300;0,0000;0,0000;722887,0000;20.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;19,1100;0,0000;64220,0000;29.04.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;12,5000;0,0000;41250,0000;01.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;14,3500;0,0000;0,0000;1035634,0000;18.07.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;13,5000;0,0000;0,0000;38090,0000;13.01.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;1,7600;0,0000;0,0000;100145,0000;13.01.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;67410,9400;16.09.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;51684,8500;19.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;50276,6000;20.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;50276,6000;20.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;38006,4300;13.01.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,3200;0,0000;0,0000;619608,1000;13.04.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;51173,8500;22.10.2020;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;14,1300;0,0000;0,0000;105035,3700;23.03.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;50276,6000;20.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;73075,1700;20.11.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;47894,0000;15.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;73066,3500;19.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;49353,3100;10.08.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;59103,6000;11.01.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;52647,1500;17.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;13,5000;0,0000;0,0000;67850,0500;23.11.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;626610,0000;19.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;12,5000;0,0000;629585,8800;02.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;59374,0000;30.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;72660,0000;11.07.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;1236136,0000;14.07.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;724504,0000;13.12.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;15,2600;0,0000;0,0000;61856,0000;31.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;13,5000;0,0000;0,0000;51634,0000;28.09.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;19,0300;0,0000;0,0000;45941,0000;11.08.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;18,1700;0,0000;0,0000;49690,0000;13.09.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;47628,0000;24.08.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;45000,0000;22.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;619608,0000;13.04.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;699218,0000;11.01.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;605289,0000;03.11.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;45000,0000;22.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,0000;0,0000;0,0000;350202,0000;04.02.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;590384,0000;31.07.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;13,1300;0,0000;0,0000;1026189,0000;12.06.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;13,0400;0,0000;0,0000;72660,0000;23.06.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;14,1200;0,0000;0,0000;722887,0000;20.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;661227,0000;24.10.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;13,5000;0,0000;0,0000;50892,0300;06.09.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;15,2600;0,0000;0,0000;1177039,0000;25.05.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;13,5000;0,0000;0,0000;127219,0000;20.09.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;11,5000;0,0000;594823,0000;08.11.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;17,6100;0,0000;0,0000;48206,0000;17.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;20,4700;0,0000;0,0000;628151,1600;07.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2800;0,0000;0,0000;551093,0000;09.08.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;18,2600;0,0000;52848,5000;28.08.2023;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;14,1300;0,0000;0,0000;69420,4000;16.06.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;73705,0000;28.06.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;37500,0000;20.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;595299,0000;08.12.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;583428,0000;14.09.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;70183,0000;02.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;18,2000;0,0000;0,0000;85168,9000;13.01.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;61482,0000;16.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;12,5000;0,0000;0,0000;46293,0000;15.12.2020;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;13,5000;0,0000;0,0000;56000,0000;08.12.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;22,2500;0,0000;0,0000;50000,0000;07.11.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;3,1000;0,0000;0,0000;50000,0000;15.12.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;23,0400;0,0000;0,0000;389832,0000;19.11.2019;Credit,
Cladire;Sosea;FABRICA DE GLUCOZA;51,4500;0,0000;0,0000;1236136,0000;14.07.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;10,5000;0,0000;0,0000;56000,0000;08.12.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;39,0000;0,0000;0,0000;456486,0000;04.07.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;4,7200;0,0000;0,0000;580495,0000;07.06.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;1,6200;0,0000;0,0000;61480,0000;15.05.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;8,4300;0,0000;0,0000;19.04.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;5,6600;0,0000;0,0000;1236136,0000;14.07.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;5,7000;0,0000;0,0000;37500,0000;20.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;5,6600;0,0000;0,0000;46293,0000;15.12.2020;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;1,7500;0,0000;0,0000;0,0000;28.09.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;36,3500;0,0000;629585,8800;02.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;51,9400;0,0000;0,0000;687960,0000;21.12.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;9,7500;0,0000;0,0000;59374,0000;30.03.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;51,4000;0,0000;478670,0000;13.07.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;52,1000;0,0000;0,0000;679577,6000;15.12.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0000;4,7100;0,0000;360905,0000;18.02.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;8,6400;0,0000;0,0000;472209,3500;13.12.2021;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;18,2000;0,0000;0,0000;656288,0200;15.12.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;2,5600;0,0000;0,0000;44551,0000;12.07.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;5,0000;0,0000;0,0000;595040,6100;20.11.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;40,6300;0,0000;0,0000;537581,2000;23.11.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;30,1000;0,0000;0,0000;521902,5000;19.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;1,6800;0,0000;0,0000;73075,1700;20.11.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;10,5300;0,0000;0,0000;67850,0500;23.11.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;47,4200;0,0000;0,0000;724224,9000;18.11.2022;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;39,9300;0,0000;0,0000;575593,0000;21.02.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;30,1000;0,0000;0,0000;608446,0000;01.11.2023;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;9,7500;0,0000;0,0000;73066,3500;19.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;27,3600;0,0000;0,0000;448454,0000;24.08.2022;Mixt,
Cladire;Sosea;FABRICA DE GLUCOZA;5,7000;0,0000;0,0000;50276,6000;20.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;5,7000;0,0000;0,0000;50276,6000;20.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;5,7600;0,0000;0,0000;51173,8500;22.10.2020;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;5,7000;0,0000;0,0000;50276,6000;20.10.2023;Surse proprii,
Cladire;Sosea;FABRICA DE GLUCOZA;0,0900;0,0000;0,0000;656288,0200;15.12.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,2400;67850,0500;23.11.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,3500;50276,6000;20.10.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,3500;50276,6000;20.10.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,8100;521902,5000;19.10.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;15,5400;595040,6100;20.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;13,6800;656288,0200;15.12.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,0800;595040,6100;20.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,2900;656288,0200;15.12.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,9500;20803,0000;27.03.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,0900;722887,0000;20.12.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;29,8700;626705,0000;29.09.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,4200;626705,0000;29.09.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,1500;626705,0000;29.09.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,1900;626705,0000;29.09.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0500;592538,0000;20.10.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,8100;592538,0000;20.10.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,1700;592538,0000;20.10.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0700;592538,0000;20.10.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;1,0700;92356,0000;20.07.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;17,8400;645828,0000;16.12.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;21,0100;684474,0000;27.01.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,5900;459000,0000;07.02.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;21,7900;619045,0000;10.10.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,0800;72660,0000;23.06.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;33,0400;699218,0000;11.01.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;33,9700;1177039,0000;25.05.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,4000;127219,0000;20.09.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;590384,0000;31.07.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;13,0400;629989,0000;23.06.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,5000;605289,0000;03.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;22,6100;1026189,0000;12.06.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;13,6600;605289,0000;03.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,7600;1026189,0000;12.06.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;13,6600;590384,0000;31.07.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0200;0,0000;28.09.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0600;0,0000;28.09.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;48858,0000;27.01.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,2700;48858,0000;27.01.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,2700;52317,2800;18.08.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;44350,0000;14.07.2021;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;32175,0000;09.02.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,3500;52848,5000;28.08.2023;Credit,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,9100;69420,4000;16.06.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;0,0000;03.04.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;52578,0000;28.09.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,0000;43470,3700;15.09.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,9200;50000,0000;07.11.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,8200;521902,5000;19.10.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;16,0200;0,0000;03.04.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,1700;594823,0000;08.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,5900;594823,0000;08.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,8500;594823,0000;08.11.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;76,9100;917863,0000;09.02.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,1300;56000,0000;08.12.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0000;360584,0000;20.07.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,1600;360905,0000;18.02.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,5800;360905,0000;18.02.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,7300;360905,0000;18.02.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,5200;360905,0000;18.02.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0500;0,0000;08.12.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0200;0,0000;08.12.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0200;0,0000;08.12.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,3500;0,0000;03.04.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0000;537581,2000;23.11.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,3500;50276,6000;20.10.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,9100;465441,9500;23.12.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;22,0100;619945,0000;10.05.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;23,0200;1035634,0000;18.07.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,6600;557329,0000;11.07.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,6200;626610,0000;19.05.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;17,1400;724504,0000;13.12.2022;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;20,9700;722887,0000;20.12.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;20,9400;542037,0000;30.06.2022;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;16,6200;619608,0000;13.04.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;16,0100;575906,0000;30.01.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;16,4000;604679,0000;01.02.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;26,8600;722887,0000;20.12.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;30,9700;1044283,9500;04.08.2022;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;11,5200;583428,0000;14.09.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,6600;1035634,0000;18.07.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,9600;724504,0000;13.12.2022;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,1400;72660,0000;11.07.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,0900;626610,0000;19.05.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0000;47628,0000;24.08.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,9000;595299,0000;08.12.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,3500;85168,9000;13.01.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;0,0000;583428,0000;14.09.2023;Mixt,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;3,9200;70183,0000;02.02.2023;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;4,1100;61482,0000;16.12.2022;Surse proprii,
Teren;Sosea;FABRICA DE GLUCOZA;0,0000;0,0000;12,7600;30000,0000;06.07.2022;Surse proprii,
